 ver(f)	f	x86		00000	01470	14.6910	 4.6249 
 ver(f)	f	x86		00001	01470	14.6440	 4.6101 
 ver(f)	f	x86		00002	01470	14.5630	 4.5846 
 ver(f)	f	x86		00003	01470	14.6360	 4.6076 
 ver(f)	f	x86		00004	01470	14.6620	 4.6157 
 ver(c)	d	x64		00000	00440	0.1440	 1.6905 
 ver(c)	d	x64		00001	00440	0.1440	 1.6905 
 ver(c)	d	x64		00002	00440	0.1450	 1.7022 
 ver(c)	d	x64		00003	00440	0.1430	 1.6787 
 ver(c)	d	x64		00004	00440	0.1440	 1.6905 
 ver(c)	d	x64		00005	00440	0.1430	 1.6787 
 ver(c)	d	x64		00006	00440	0.1430	 1.6787 
 ver(c)	d	x64		00007	00440	0.1440	 1.6905 
 ver(c)	d	x64		00008	00440	0.1440	 1.6905 
 ver(c)	d	x64		00009	00440	0.1440	 1.6905 
 ver(c)	d	x64		00010	00440	0.1440	 1.6905 
 ver(c)	d	x64		00011	00440	0.1450	 1.7022 
 ver(c)	d	x64		00012	00440	0.1450	 1.7022 
 ver(c)	d	x64		00013	00440	0.1440	 1.6905 
 ver(c)	d	x64		00014	00440	0.1430	 1.6787 
 ver(b)	d	x64		00000	00670	0.5200	 1.7289 
 ver(b)	d	x64		00001	00670	0.5160	 1.7156 
 ver(b)	d	x64		00002	00670	0.5210	 1.7323 
 ver(b)	d	x64		00003	00670	0.5170	 1.7190 
 ver(b)	d	x64		00004	00670	0.5160	 1.7156 
 ver(b)	d	x64		00005	00670	0.5120	 1.7023 
 ver(b)	d	x64		00006	00670	0.5210	 1.7323 
 ver(b)	d	x64		00007	00670	0.5170	 1.7190 
 ver(b)	d	x64		00008	00670	0.5170	 1.7190 
 ver(b)	d	x64		00009	00670	0.5150	 1.7123 
 ver(b)	d	x64		00010	00670	0.5180	 1.7223 
 ver(b)	d	x64		00011	00670	0.5160	 1.7156 
 ver(b)	d	x64		00012	00670	0.5190	 1.7256 
 ver(b)	d	x64		00013	00670	0.5180	 1.7223 
 ver(b)	d	x64		00014	00670	0.5190	 1.7256 
 ver(f)	f	x64		00000	00670	0.5930	 1.9717 
 ver(f)	f	x64		00001	00670	0.5910	 1.9650 
 ver(f)	f	x64		00002	00670	0.5880	 1.9550 
 ver(f)	f	x64		00003	00670	0.5840	 1.9417 
 ver(f)	f	x64		00004	00670	0.5870	 1.9517 
 ver(f)	f	x64		00005	00670	0.5890	 1.9584 
 ver(f)	f	x64		00006	00670	0.5910	 1.9650 
 ver(f)	f	x64		00007	00670	0.5880	 1.9550 
 ver(f)	f	x64		00008	00670	0.5920	 1.9683 
 ver(f)	f	x64		00009	00670	0.5970	 1.9850 
 ver(f)	f	x64		00010	00670	0.5900	 1.9617 
 ver(f)	f	x64		00011	00670	0.5990	 1.9916 
 ver(f)	f	x64		00012	00670	0.5970	 1.9850 
 ver(f)	f	x64		00013	00670	0.5950	 1.9783 
 ver(f)	f	x64		00014	00670	0.5930	 1.9717 
 ver(c)	d	x64		00000	01470	5.4710	 1.7223 
 ver(c)	d	x64		00001	01470	5.4570	 1.7179 
 ver(c)	d	x64		00002	01470	5.4610	 1.7192 
 ver(c)	d	x64		00003	01470	5.4610	 1.7192 
 ver(c)	d	x64		00004	01470	5.4430	 1.7135 
 ver(c)	d	x64		00000	00565	0.3040	 1.6855 
 ver(c)	d	x64		00001	00565	0.3060	 1.6966 
 ver(c)	d	x64		00002	00565	0.3050	 1.6910 
 ver(c)	d	x64		00003	00565	0.3050	 1.6910 
 ver(c)	d	x64		00004	00565	0.3050	 1.6910 
 ver(c)	d	x64		00005	00565	0.3050	 1.6910 
 ver(c)	d	x64		00006	00565	0.3050	 1.6910 
 ver(c)	d	x64		00007	00565	0.3050	 1.6910 
 ver(c)	d	x64		00008	00565	0.3050	 1.6910 
 ver(c)	d	x64		00009	00565	0.3060	 1.6966 
 ver(c)	d	x64		00010	00565	0.3040	 1.6855 
 ver(c)	d	x64		00011	00565	0.3050	 1.6910 
 ver(c)	d	x64		00012	00565	0.3040	 1.6855 
 ver(c)	d	x64		00013	00565	0.3040	 1.6855 
 ver(c)	d	x64		00014	00565	0.3030	 1.6800 
 ver(c)	d	x86		00000	00565	0.2960	 1.6411 
 ver(c)	d	x86		00001	00565	0.2950	 1.6356 
