ver(b)	d	x86		00000	01185	3.5950	 2.1604 
 ver(b)	d	x86		00001	01185	3.4050	 2.0463 
 ver(b)	d	x86		00002	01185	3.4600	 2.0793 
 ver(b)	d	x86		00003	01185	3.3840	 2.0336 
 ver(b)	d	x86		00004	01185	3.3850	 2.0342 
 ver(b)	d	x86		00005	01185	3.4520	 2.0745 
 ver(b)	d	x86		00006	01185	3.3670	 2.0234 
 ver(b)	d	x86		00007	01185	3.4350	 2.0643 
 ver(b)	d	x86		00008	01185	3.4500	 2.0733 
 ver(b)	d	x86		00009	01185	3.3630	 2.0210 
 ver(b)	d	x86		00010	01185	3.3690	 2.0246 
 ver(b)	d	x86		00011	01185	3.4360	 2.0649 
 ver(b)	d	x86		00012	01185	3.3520	 2.0144 
 ver(b)	d	x86		00013	01185	3.4240	 2.0577 
 ver(b)	d	x86		00014	01185	3.6820	 2.2127 
 ver(b)	d	x86		00015	01185	3.5410	 2.1280 
 ver(b)	d	x86		00016	01185	3.3950	 2.0403 
 ver(b)	d	x86		00017	01185	3.3790	 2.0306 
 ver(f)	d	x86		00000	00670	0.6460	 2.1479 
 ver(f)	d	x86		00001	00670	0.6390	 2.1246 
 ver(f)	d	x86		00002	00670	0.6420	 2.1346 
 ver(f)	d	x86		00003	00670	0.6340	 2.1080 
 ver(f)	d	x86		00004	00670	0.6500	 2.1612 
 ver(f)	d	x86		00005	00670	0.6360	 2.1146 
 ver(f)	d	x86		00006	00670	0.6320	 2.1013 
 ver(f)	d	x86		00007	00670	0.6350	 2.1113 
 ver(f)	d	x86		00008	00670	0.6460	 2.1479 
 ver(f)	d	x86		00009	00670	0.6600	 2.1944 
 ver(f)	d	x86		00010	00670	0.6420	 2.1346 
 ver(f)	d	x86		00011	00670	0.6460	 2.1479 
 ver(f)	d	x86		00012	00670	0.6480	 2.1545 
 ver(f)	d	x86		00013	00670	0.6450	 2.1445 
 ver(f)	d	x86		00014	00670	0.6340	 2.1080 
 ver(e)	f	x86		00000	02050	48.6650	 5.6488 
 ver(e)	f	x86		00001	02050	48.4850	 5.6279 
 ver(e)	f	x86		00002	02050	49.1880	 5.7095 
 ver(e)	f	x86		00003	02050	50.8740	 5.9052 
 ver(e)	f	x86		00004	02050	49.3310	 5.7261 
 ver(a)	d	x64		00000	01470	5.7140	 1.7988 
 ver(a)	d	x64		00001	01470	5.7140	 1.7988 
 ver(a)	d	x64		00002	01470	5.7290	 1.8035 
 ver(a)	d	x64		00003	01470	5.7280	 1.8032 
 ver(a)	d	x64		00004	01470	5.7250	 1.8023 
 ver(a)	d	x64		00005	01470	5.7280	 1.8032 
 ver(a)	d	x64		00006	01470	5.7280	 1.8032 
 ver(a)	d	x64		00007	01470	5.7380	 1.8064 
 ver(a)	d	x64		00008	01470	5.7230	 1.8017 
 ver(f)	f	x64		00000	00780	0.9480	 1.9977 
 ver(f)	f	x64		00001	00780	0.9470	 1.9956 
 ver(f)	f	x64		00002	00780	0.9490	 1.9998 
 ver(f)	f	x64		00003	00780	0.9570	 2.0166 
 ver(f)	f	x64		00004	00780	0.9510	 2.0040 
 ver(f)	f	x64		00005	00780	0.9420	 1.9850 
 ver(f)	f	x64		00006	00780	0.9620	 2.0272 
 ver(f)	f	x64		00007	00780	0.9460	 1.9935 
 ver(f)	f	x64		00008	00780	0.9490	 1.9998 
 ver(f)	f	x64		00009	00780	0.9550	 2.0124 
 ver(d)	d	x86		00000	00565	0.3070	 1.7021 
 ver(d)	d	x86		00001	00565	0.3060	 1.6966 
 ver(d)	d	x86		00002	00565	0.3060	 1.6966 
 ver(d)	d	x86		00003	00565	0.3070	 1.7021 
 ver(d)	d	x86		00004	00565	0.3060	 1.6966 
 ver(d)	d	x86		00005	00565	0.3050	 1.6910 
 ver(d)	d	x86		00006	00565	0.3050	 1.6910 
 ver(d)	d	x86		00007	00565	0.3060	 1.6966 
 ver(d)	d	x86		00008	00565	0.3060	 1.6966 
 ver(d)	d	x86		00009	00565	0.3050	 1.6910 
 ver(d)	d	x86		00010	00565	0.3050	 1.6910 
 ver(d)	d	x86		00011	00565	0.3060	 1.6966 
 ver(d)	d	x86		00012	00565	0.3070	 1.7021 
 ver(d)	d	x86		00013	00565	0.3060	 1.6966 
 ver(d)	d	x86		00014	00565	0.3070	 1.7021 
 ver(e)	d	x64		00000	00565	0.4250	 2.3564 
 ver(e)	d	x64		00001	00565	0.4220	 2.3397 
 ver(e)	d	x64		00002	00565	0.4250	 2.3564 
 ver(e)	d	x64		00003	00565	0.4310	 2.3896 
 ver(e)	d	x64		00004	00565	0.4340	 2.4063 
 ver(e)	d	x64		00005	00565	0.4220	 2.3397 
 ver(e)	d	x64		00006	00565	0.4320	 2.3952 
 ver(e)	d	x64		00007	00565	0.4270	 2.3675 
 ver(e)	d	x64		00008	00565	0.4220	 2.3397 
 ver(e)	d	x64		00009	00565	0.4210	 2.3342 
 ver(e)	d	x64		00010	00565	0.4290	 2.3785 
 ver(e)	d	x64		00011	00565	0.4270	 2.3675 
 ver(e)	d	x64		00012	00565	0.4250	 2.3564 
 ver(e)	d	x64		00013	00565	0.4210	 2.3342 
 ver(e)	d	x64		00014	00565	0.4240	 2.3508 
 ver(b)	d	x86		00000	00780	0.8230	 1.7343 
 ver(b)	d	x86		00001	00780	0.8160	 1.7195 
 ver(b)	d	x86		00002	00780	0.8230	 1.7343 
 ver(b)	d	x86		00003	00780	0.8210	 1.7301 
 ver(b)	d	x86		00004	00780	0.8170	 1.7216 
 ver(b)	d	x86		00005	00780	0.8210	 1.7301 
 ver(b)	d	x86		00006	00780	0.8200	 1.7279 
 ver(b)	d	x86		00007	00780	0.8200	 1.7279 
